,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
1247,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,11.0,Allegiant Stadium,Nevada,2023-03-25,i knew you were trouble
1248,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,12.0,Allegiant Stadium,Nevada,2023-03-24,i knew you were trouble
1249,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,13.0,State Farm Stadium,Arizona,2023-03-18,i knew you were trouble
1250,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,14.0,State Farm Stadium,Arizona,2023-03-17,i knew you were trouble
1251,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,2.0,SoFi Stadium,California,2023-08-09,enchanted
1252,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,3.0,SoFi Stadium,California,2023-08-08,enchanted
1253,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,4.0,SoFi Stadium,California,2023-08-07,enchanted
1254,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,5.0,SoFi Stadium,California,2023-08-05,enchanted
1255,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,6.0,SoFi Stadium,California,2023-08-04,enchanted
1256,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,7.0,SoFi Stadium,California,2023-08-03,enchanted
1257,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,8.0,Levi's Stadium,California,2023-07-29,enchanted
1258,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,9.0,Levi's Stadium,California,2023-07-28,enchanted
1259,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,10.0,Lumen Field,Washington,2023-07-23,enchanted
1260,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,11.0,Lumen Field,Washington,2023-07-22,enchanted
1261,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,enchanted
1262,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,enchanted
1263,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,enchanted
1264,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,enchanted
1265,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,16.0,Paycor Stadium,Ohio,2023-07-01,enchanted
1266,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,17.0,Paycor Stadium,Ohio,2023-06-30,enchanted
1267,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,enchanted
1268,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,enchanted
1269,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,enchanted
1270,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,enchanted
1271,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,2.0,Ford Field,Michigan,2023-06-10,enchanted
1272,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,3.0,Ford Field,Michigan,2023-06-09,enchanted
1273,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,4.0,Soldier Field,Illinois,2023-06-04,enchanted
1274,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,5.0,Soldier Field,Illinois,2023-06-03,enchanted
1275,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,6.0,Soldier Field,Illinois,2023-06-02,enchanted
1276,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,7.0,MetLife Stadium,New Jersey,2023-05-28,enchanted
1277,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,8.0,MetLife Stadium,New Jersey,2023-05-27,enchanted
1278,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,9.0,MetLife Stadium,New Jersey,2023-05-26,enchanted
1279,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,enchanted
1280,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,enchanted
1281,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,enchanted
1282,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,enchanted
1283,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,enchanted
1284,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,enchanted
1285,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,16.0,Nissan Stadium,Tennessee,2023-05-07,enchanted
1286,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,17.0,Nissan Stadium,Tennessee,2023-05-06,enchanted
1287,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,18.0,Nissan Stadium,Tennessee,2023-05-05,enchanted
1288,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,enchanted
1289,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,enchanted
1290,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,enchanted
1291,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,2.0,NRG Stadium,Texas,2023-04-23,enchanted
1292,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,3.0,NRG Stadium,Texas,2023-04-22,enchanted
1293,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,4.0,NRG Stadium,Texas,2023-04-21,enchanted
1294,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,5.0,Raymond James Stadium,Florida,2023-04-15,enchanted
1295,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,6.0,Raymond James Stadium,Florida,2023-04-14,enchanted
1296,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,7.0,Raymond James Stadium,Florida,2023-04-13,enchanted
1297,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,8.0,AT&T Stadium,Texas,2023-04-02,enchanted
1298,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,9.0,AT&T Stadium,Texas,2023-04-01,enchanted
1299,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,10.0,AT&T Stadium,Texas,2023-03-31,enchanted
1300,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,11.0,Allegiant Stadium,Nevada,2023-03-25,enchanted
1301,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,12.0,Allegiant Stadium,Nevada,2023-03-24,enchanted
1302,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,13.0,State Farm Stadium,Arizona,2023-03-18,enchanted
1303,enchanted,normal song,Speak Now (Taylor's Version),0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,90.0,14.0,State Farm Stadium,Arizona,2023-03-17,enchanted
1304,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,2.0,SoFi Stadium,California,2023-08-09,ready for it
1305,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,3.0,SoFi Stadium,California,2023-08-08,ready for it
1306,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,4.0,SoFi Stadium,California,2023-08-07,ready for it
1307,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,5.0,SoFi Stadium,California,2023-08-05,ready for it
1308,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,6.0,SoFi Stadium,California,2023-08-04,ready for it
1309,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,7.0,SoFi Stadium,California,2023-08-03,ready for it
1310,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,8.0,Levi's Stadium,California,2023-07-29,ready for it
1311,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,9.0,Levi's Stadium,California,2023-07-28,ready for it
1312,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,10.0,Lumen Field,Washington,2023-07-23,ready for it
1313,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,11.0,Lumen Field,Washington,2023-07-22,ready for it
1314,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,ready for it
1315,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,ready for it
1316,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,ready for it
1317,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,ready for it
1318,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,16.0,Paycor Stadium,Ohio,2023-07-01,ready for it
1319,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,17.0,Paycor Stadium,Ohio,2023-06-30,ready for it
1320,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,ready for it
1321,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,ready for it
1322,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,ready for it
1323,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,ready for it
1324,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,2.0,Ford Field,Michigan,2023-06-10,ready for it
1325,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,3.0,Ford Field,Michigan,2023-06-09,ready for it
1326,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,4.0,Soldier Field,Illinois,2023-06-04,ready for it
1327,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,5.0,Soldier Field,Illinois,2023-06-03,ready for it
1328,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,6.0,Soldier Field,Illinois,2023-06-02,ready for it
1329,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,7.0,MetLife Stadium,New Jersey,2023-05-28,ready for it
1330,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,8.0,MetLife Stadium,New Jersey,2023-05-27,ready for it
1331,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,9.0,MetLife Stadium,New Jersey,2023-05-26,ready for it
1332,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,ready for it
1333,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,ready for it
1334,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,ready for it
1335,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,ready for it
1336,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,ready for it
1337,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,ready for it
1338,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,16.0,Nissan Stadium,Tennessee,2023-05-07,ready for it
1339,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,17.0,Nissan Stadium,Tennessee,2023-05-06,ready for it
1340,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,18.0,Nissan Stadium,Tennessee,2023-05-05,ready for it
1341,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,ready for it
1342,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,ready for it
1343,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,ready for it
1344,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,2.0,NRG Stadium,Texas,2023-04-23,ready for it
1345,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,3.0,NRG Stadium,Texas,2023-04-22,ready for it
1346,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,4.0,NRG Stadium,Texas,2023-04-21,ready for it
1347,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,5.0,Raymond James Stadium,Florida,2023-04-15,ready for it
1348,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,6.0,Raymond James Stadium,Florida,2023-04-14,ready for it
1349,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,7.0,Raymond James Stadium,Florida,2023-04-13,ready for it
1350,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,8.0,AT&T Stadium,Texas,2023-04-02,ready for it
1351,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,9.0,AT&T Stadium,Texas,2023-04-01,ready for it
1352,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,10.0,AT&T Stadium,Texas,2023-03-31,ready for it
1353,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,11.0,Allegiant Stadium,Nevada,2023-03-25,ready for it
1354,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,12.0,Allegiant Stadium,Nevada,2023-03-24,ready for it
1355,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,13.0,State Farm Stadium,Arizona,2023-03-18,ready for it
1356,ready for it,normal song,reputation,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,85.0,14.0,State Farm Stadium,Arizona,2023-03-17,ready for it
1357,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,2.0,SoFi Stadium,California,2023-08-09,my tears ricochet
1358,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,3.0,SoFi Stadium,California,2023-08-08,my tears ricochet
1359,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,4.0,SoFi Stadium,California,2023-08-07,my tears ricochet
1360,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,5.0,SoFi Stadium,California,2023-08-05,my tears ricochet
1361,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,6.0,SoFi Stadium,California,2023-08-04,my tears ricochet
1362,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,7.0,SoFi Stadium,California,2023-08-03,my tears ricochet
1363,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,8.0,Levi's Stadium,California,2023-07-29,my tears ricochet
1364,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,9.0,Levi's Stadium,California,2023-07-28,my tears ricochet
1365,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,10.0,Lumen Field,Washington,2023-07-23,my tears ricochet
1366,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,11.0,Lumen Field,Washington,2023-07-22,my tears ricochet
1367,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,my tears ricochet
1368,my tears ricochet,normal song,folklore (deluxe version),0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,75.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,my tears ricochet
