,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
156,thats when,not sang yet,Fearless (Taylor's Version),0.588,0.608,5.0,-7.062,1.0,0.0365,0.225,0.0,0.092,0.508,90.201,70.0,0,0,0,0,0
157,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,48,48,48,48,48
158,the alcott,not sang yet,Other,0.368,0.463,0.0,-10.595,1.0,0.0302,0.811,0.0017,0.109,0.447,156.008,72.0,0,0,0,0,0
159,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,52,52,52,52,52
160,the best day,surprise song,Fearless (Taylor's Version),0.642,0.576,1.0,-8.524,1.0,0.0282,0.488,0.0,0.159,0.469,125.0,69.0,1,1,1,1,1
161,the great war,surprise song,Midnights (The Til Dawn Edition),0.573,0.737,5.0,-9.002,1.0,0.0352,0.203,2.78e-05,0.0851,0.592,96.009,68.0,1,1,1,1,1
162,the joker and the queen,not sang yet,Other,0.528,0.309,0.0,-7.398,1.0,0.0329,0.924,2.1e-06,0.282,0.307,133.83,71.0,0,0,0,0,0
163,the lakes,surprise song,folklore (deluxe version),0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,74.0,1,1,1,1,1
164,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,52,52,52,52,52
165,the last time,surprise song,Red (Taylor's Version),0.502,0.534,2.0,-5.954,1.0,0.0278,0.0399,0.0,0.0977,0.155,94.05,74.0,1,1,1,1,1
166,the lucky one,surprise song,Red (Taylor's Version),0.686,0.571,4.0,-7.138,1.0,0.05,0.066,0.0,0.0608,0.538,117.889,71.0,1,1,1,1,1
167,the man,normal song,Lover,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,87.0,52,52,52,52,52
168,the moment i knew,surprise song,Red (Taylor's Version),0.636,0.402,7.0,-7.855,1.0,0.031,0.0494,0.0,0.107,0.208,125.952,70.0,1,1,1,1,1
169,the other side of the door,surprise song,Fearless (Taylor's Version),0.432,0.873,4.0,-4.367,1.0,0.0577,0.0279,0.0,0.167,0.629,163.936,71.0,1,1,1,1,1
170,the outside,not sang yet,Taylor Swift,0.589,0.805,5.0,-4.055,1.0,0.0293,0.00491,0.0,0.24,0.591,112.982,60.0,0,0,0,0,0
171,the story of us,surprise song,Speak Now (Taylor's Version),0.515,0.781,4.0,-2.608,1.0,0.0535,0.00192,0.0,0.054,0.57,139.846,84.0,1,1,1,1,1
172,the very first night,not sang yet,Red (Taylor's Version),0.678,0.733,7.0,-5.025,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,77.0,0,0,0,0,0
173,the way i loved you,not sang yet,Fearless (Taylor's Version),0.402,0.732,5.0,-4.665,1.0,0.0484,0.0033,0.0,0.108,0.472,161.032,85.0,0,0,0,0,0
174,this is me trying,surprise song,folklore (deluxe version),0.511,0.478,9.0,-9.837,1.0,0.0322,0.312,2.3e-05,0.147,0.408,135.882,74.0,1,1,1,1,1
175,this is why we cant have nice things,surprise song,reputation,0.567,0.789,5.0,-5.986,1.0,0.115,0.0156,0.0,0.382,0.438,163.96,78.0,1,1,1,1,1
176,this love,surprise song,1989 (Deluxe),0.481,0.435,4.0,-8.795,1.0,0.0321,0.678,0.0,0.0928,0.107,143.95,68.0,1,1,1,1,1
177,tied together with a smile,surprise song,Taylor Swift,0.479,0.578,2.0,-4.963,1.0,0.0294,0.525,0.0,0.0841,0.192,146.165,61.0,1,1,1,1,1
178,tim mcgraw,not sang yet,Taylor Swift,0.58,0.491,0.0,-6.462,1.0,0.0251,0.575,0.0,0.121,0.425,76.009,70.0,0,0,0,0,0
179,timeless,surprise song,Speak Now (Taylor's Version),0.624,0.585,3.0,-5.847,1.0,0.0328,0.3,0.0,0.0916,0.65,142.883,83.0,1,1,1,1,1
180,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,42,42,42,42,42
181,today was a fairytale,surprise song,Fearless (Taylor's Version),0.482,0.779,7.0,-5.025,1.0,0.0409,0.0135,0.0,0.296,0.328,158.162,69.0,1,1,1,1,1
182,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,52,52,52,52,52
183,treacherous,surprise song,Red (Taylor's Version),0.645,0.593,2.0,-6.506,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,73.0,1,1,1,1,1
184,two is better than one,not sang yet,Other,0.521,0.702,0.0,-5.189,1.0,0.0331,0.189,0.0,0.0962,0.25,127.976,68.0,0,0,0,0,0
185,untouchable,not sang yet,Fearless (Taylor's Version),0.393,0.531,5.0,-6.112,1.0,0.0329,0.0181,0.0,0.169,0.224,200.391,69.0,0,0,0,0,0
186,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,52,52,52,52,52
187,we are never ever getting back together,normal song,Red (Taylor's Version),0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,81.0,52,52,52,52,52
188,we were happy,not sang yet,Fearless (Taylor's Version),0.609,0.373,0.0,-8.819,1.0,0.0263,0.849,0.0,0.0779,0.13,106.007,69.0,0,0,0,0,0
189,welcome to new york,surprise song,1989 (Deluxe),0.789,0.634,7.0,-4.762,1.0,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,71.0,1,1,1,1,1
190,when emma falls in love,surprise song,Speak Now (Taylor's Version),0.474,0.763,2.0,-4.632,1.0,0.0505,0.159,0.0,0.138,0.231,78.133,83.0,1,1,1,1,1
191,white horse,surprise song,Fearless (Taylor's Version),0.423,0.517,0.0,-7.377,1.0,0.0486,0.369,0.0,0.177,0.366,185.262,74.0,1,1,1,1,1
192,wildest dreams,normal song,1989 (Deluxe),0.55,0.688,8.0,-7.416,1.0,0.0897,0.0692,0.00144,0.106,0.465,139.997,70.0,52,52,52,52,52
193,willow,normal song,evermore (deluxe version),0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,73.0,52,52,52,52,52
194,wonderland,surprise song,1989 (Deluxe),0.422,0.692,3.0,-5.447,1.0,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,75.0,1,1,1,1,1
195,wouldve couldve shouldve,surprise song,Midnights (The Til Dawn Edition),0.482,0.837,0.0,-6.501,1.0,0.12,0.435,0.00147,0.123,0.534,157.96,68.0,1,1,1,1,1
196,you all over me,surprise song,Fearless (Taylor's Version),0.599,0.494,2.0,-7.61,1.0,0.0372,0.816,0.0,0.101,0.44,142.893,67.0,1,1,1,1,1
197,you are in love,surprise song,1989 (Deluxe),0.474,0.48,2.0,-8.894,1.0,0.0622,0.707,0.000108,0.0903,0.319,170.109,74.0,1,1,1,1,1
198,you belong with me,normal song,Fearless (Taylor's Version),0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,87.0,52,52,52,52,52
199,you need to calm down,normal song,Lover,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,84.0,52,52,52,52,52
200,youre not sorry,surprise song,Fearless (Taylor's Version),0.506,0.444,6.0,-4.99,1.0,0.0285,0.0538,0.0,0.123,0.241,133.873,71.0,1,1,1,1,1
201,youre on your own kid,surprise song,Midnights (The Til Dawn Edition),0.694,0.386,2.0,-10.312,1.0,0.0597,0.423,1.05e-05,0.126,0.39,120.044,69.0,2,2,2,2,2
